סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
1327      ,מעלה עירון               ,32        ,חדרה                     ,23        ,עפולה                    ,0         ,                         ,15630     ,1521      ,3891      ,6584      ,1717      ,1062      ,855
1329      ,יתיר                     ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,40        ,10        ,5         ,22        ,1         ,2         ,0
1330      ,אחוזת ברק                ,23        ,עפולה                    ,23        ,עפולה                    ,9         ,עמק יזרעאל               ,2672      ,167       ,698       ,944       ,431       ,237       ,195
1331      ,כמאנה                    ,24        ,עכו                      ,20        ,כרמיאל                   ,56        ,משגב                     ,1588      ,144       ,397       ,703       ,162       ,95        ,87
1332      ,חוסנייה                  ,24        ,עכו                      ,20        ,כרמיאל                   ,56        ,משגב                     ,893       ,103       ,216       ,397       ,92        ,41        ,44
1333      ,נוף איילון               ,43        ,רמלה                     ,43        ,רמלה                     ,30        ,גזר                      ,2371      ,170       ,516       ,971       ,229       ,347       ,138
1334      ,ראס אל-עין               ,24        ,עכו                      ,20        ,כרמיאל                   ,56        ,משגב                     ,418       ,47        ,98        ,189       ,42        ,26        ,16
1335      ,ערב אל נעים              ,24        ,עכו                      ,20        ,כרמיאל                   ,56        ,משגב                     ,835       ,81        ,222       ,418       ,72        ,28        ,14
1336      ,אירוס                    ,          ,                         ,          ,                         ,          ,                         ,743       ,53        ,258       ,233       ,120       ,43        ,36
1337      ,שמשית                    ,23        ,עפולה                    ,23        ,עפולה                    ,9         ,עמק יזרעאל               ,2636      ,52        ,684       ,909       ,661       ,252       ,78
1338      ,כדיתה                    ,21        ,צפת                      ,21        ,צפת                      ,2         ,מרום הגליל               ,211       ,30        ,40        ,81        ,24        ,21        ,15
1339      ,אל-עזי                   ,61        ,אשקלון                   ,61        ,אשקלון                   ,35        ,יואב                     ,160       ,13        ,48        ,49        ,18        ,22        ,10
1340      ,מרחב עם                  ,62        ,באר שבע                  ,62        ,באר שבע                  ,48        ,רמת נגב                  ,584       ,106       ,262       ,169       ,37        ,7         ,3
1342      ,אבו קרינאת )יישוב(       ,62        ,באר שבע                  ,62        ,באר שבע                  ,68        ,נווה מדבר                ,1172      ,209       ,347       ,507       ,63        ,28        ,18
1343      ,מכחול                    ,62        ,באר שבע                  ,62        ,באר שבע                  ,69        ,אל קסום                  ,1013      ,159       ,295       ,415       ,73        ,43        ,28
1344      ,גבעות בר                 ,62        ,באר שבע                  ,62        ,באר שבע                  ,41        ,בני שמעון                ,1243      ,106       ,494       ,404       ,189       ,27        ,23
1345      ,צור יצחק                 ,42        ,פתח תקווה                ,47        ,כפר סבא                  ,20        ,דרום השרון               ,6703      ,1003      ,2044      ,2435      ,610       ,230       ,381
1346      ,תראבין א-צאנע)ישוב(      ,62        ,באר שבע                  ,62        ,באר שבע                  ,69        ,אל קסום                  ,1204      ,195       ,392       ,486       ,71        ,29        ,31
1347      ,קצר א-סר                 ,62        ,באר שבע                  ,62        ,באר שבע                  ,68        ,נווה מדבר                ,2593      ,515       ,769       ,1025      ,158       ,61        ,65
1348      ,ביר הדאג'                ,62        ,באר שבע                  ,62        ,באר שבע                  ,68        ,נווה מדבר                ,2825      ,602       ,883       ,1002      ,185       ,85        ,68
1349      ,דריג'את                  ,62        ,באר שבע                  ,62        ,באר שבע                  ,69        ,אל קסום                  ,1039      ,128       ,313       ,444       ,86        ,38        ,30
1358      ,אום בטין                 ,62        ,באר שבע                  ,62        ,באר שבע                  ,69        ,אל קסום                  ,4257      ,786       ,1328      ,1708      ,228       ,124       ,83
1359      ,אל סייד                  ,62        ,באר שבע                  ,62        ,באר שבע                  ,69        ,אל קסום                  ,3527      ,645       ,1021      ,1470      ,207       ,109       ,75
1360      ,סעוה                     ,62        ,באר שבע                  ,62        ,באר שבע                  ,69        ,אל קסום                  ,2006      ,394       ,622       ,750       ,152       ,58        ,30
1361      ,בת חן                    ,41        ,השרון                    ,41        ,נתניה                    ,16        ,עמק חפר                  ,541       ,17        ,106       ,133       ,67        ,29        ,189
1363      ,בני נצרים                ,62        ,באר שבע                  ,62        ,באר שבע                  ,38        ,אשכול                    ,827       ,147       ,369       ,247       ,40        ,20        ,4
1364      ,שלומית                   ,62        ,באר שבע                  ,62        ,באר שבע                  ,38        ,אשכול                    ,399       ,116       ,145       ,136       ,2         ,0         ,0
1365      ,אליאב                    ,          ,                         ,          ,                         ,          ,                         ,636       ,100       ,274       ,206       ,50        ,5         ,1
1366      ,נווה                     ,62        ,באר שבע                  ,62        ,באר שבע                  ,38        ,אשכול                    ,938       ,189       ,413       ,265       ,47        ,19        ,5
1367      ,כחלה                     ,62        ,באר שבע                  ,62        ,באר שבע                  ,69        ,אל קסום                  ,444       ,59        ,131       ,182       ,29        ,25        ,18
1368      ,בני דקלים                ,61        ,אשקלון                   ,61        ,אשקלון                   ,50        ,לכיש                     ,1553      ,241       ,688       ,491       ,60        ,43        ,30
1369      ,נטע                      ,61        ,אשקלון                   ,61        ,אשקלון                   ,50        ,לכיש                     ,747       ,113       ,362       ,228       ,36        ,8         ,0
1370      ,מצפה אילן                ,32        ,חדרה                     ,32        ,חדרה                     ,14        ,מנשה                     ,725       ,95        ,360       ,218       ,51        ,0         ,1
1371      ,גני טל                   ,44        ,רחובות                   ,44        ,רחובות                   ,31        ,נחל שורק                 ,933       ,165       ,328       ,299       ,42        ,17        ,82
1372      ,נצר חזני                 ,44        ,רחובות                   ,44        ,רחובות                   ,31        ,נחל שורק                 ,526       ,84        ,174       ,186       ,21        ,26        ,35
1373      ,שלווה במדבר              ,62        ,באר שבע                  ,62        ,באר שבע                  ,48        ,רמת נגב                  ,16        ,3         ,1         ,10        ,1         ,1         ,0
1374      ,כרמי קטיף                ,          ,                         ,          ,                         ,          ,                         ,675       ,120       ,255       ,226       ,53        ,17        ,4
1375      ,אבו תלול                 ,62        ,באר שבע                  ,62        ,באר שבע                  ,68        ,נווה מדבר                ,2158      ,451       ,708       ,763       ,135       ,55        ,46
1376      ,באר גנים                 ,62        ,באר שבע                  ,61        ,אשקלון                   ,36        ,חוף אשקלון               ,1811      ,282       ,523       ,650       ,110       ,130       ,116
1377      ,שבי דרום                 ,          ,                         ,          ,                         ,          ,                         ,290       ,69        ,127       ,71        ,15        ,8         ,0
1401      ,בת חצור                  ,61        ,אשקלון                   ,61        ,אשקלון                   ,33        ,באר טוביה                ,25        ,0         ,0         ,4         ,9         ,3         ,9
1402      ,חצרות חולדה              ,43        ,רמלה                     ,43        ,רמלה                     ,30        ,גזר                      ,1         ,0         ,0         ,0         ,0         ,1         ,0
1405      ,חצרות כ"ח                ,42        ,פתח תקווה                ,42        ,פתח תקוה                 ,25        ,חבל מודיעין              ,1         ,0         ,0         ,1         ,0         ,0         ,0
1409      ,חצר בארותיים             ,41        ,השרון                    ,41        ,נתניה                    ,16        ,עמק חפר                  ,1         ,0         ,0         ,1         ,0         ,0         ,0
1411      ,מחנה הילה                ,44        ,רחובות                   ,46        ,ראשון לציון              ,27        ,גן רווה                  ,258       ,78        ,54        ,123       ,3         ,0         ,0
1412      ,מחנה תל נוף              ,44        ,רחובות                   ,46        ,ראשון לציון              ,28        ,ברנר                     ,357       ,96        ,82        ,172       ,7         ,0         ,0
1413      ,מחנה יהודית              ,23        ,עפולה                    ,23        ,עפולה                    ,9         ,עמק יזרעאל               ,272       ,70        ,71        ,128       ,3         ,0         ,0
1414      ,מחנה מרים                ,61        ,אשקלון                   ,61        ,אשקלון                   ,33        ,באר טוביה                ,217       ,52        ,57        ,105       ,3         ,0         ,0
1415      ,מחנה יפה                 ,62        ,באר שבע                  ,62        ,באר שבע                  ,42        ,מרחבים                   ,425       ,90        ,105       ,225       ,4         ,1         ,0
1416      ,מחנה יוכבד               ,62        ,באר שבע                  ,63        ,אילת                     ,53        ,חבל אילות                ,251       ,62        ,64        ,120       ,5         ,0         ,0
1418      ,מחנה טלי                 ,62        ,באר שבע                  ,62        ,באר שבע                  ,48        ,רמת נגב                  ,279       ,74        ,52        ,151       ,2         ,0         ,0
1419      ,ניצן ב'                  ,61        ,אשקלון                   ,61        ,אשקלון                   ,36        ,חוף אשקלון               ,798       ,81        ,164       ,392       ,48        ,61        ,52
2002      ,תנובות                   ,41        ,השרון                    ,41        ,נתניה                    ,18        ,לב השרון                 ,844       ,62        ,170       ,282       ,113       ,102       ,115
2003      ,תלמי אלעזר               ,32        ,חדרה                     ,32        ,חדרה                     ,14        ,מנשה                     ,1017      ,86        ,238       ,350       ,145       ,97        ,101
2006      ,כנות                     ,61        ,אשקלון                   ,61        ,אשקלון                   ,33        ,באר טוביה                ,73        ,13        ,12        ,31        ,2         ,9         ,6
2008      ,שדה יצחק                 ,32        ,חדרה                     ,32        ,חדרה                     ,14        ,מנשה                     ,600       ,50        ,121       ,235       ,73        ,56        ,65
2009      ,יובל                     ,21        ,צפת                      ,21        ,צפת                      ,55        ,מבואות החרמון            ,617       ,34        ,144       ,215       ,81        ,52        ,91
2010      ,כפר בן נון               ,43        ,רמלה                     ,43        ,רמלה                     ,30        ,גזר                      ,825       ,64        ,214       ,272       ,105       ,67        ,103
2011      ,ינון                     ,61        ,אשקלון                   ,61        ,אשקלון                   ,33        ,באר טוביה                ,1228      ,133       ,259       ,446       ,149       ,120       ,121
2012      ,אורות                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,33        ,באר טוביה                ,605       ,37        ,118       ,189       ,79        ,66        ,116
2013      ,בן שמן )מושב(            ,43        ,רמלה                     ,43        ,רמלה                     ,25        ,חבל מודיעין              ,881       ,70        ,216       ,255       ,154       ,72        ,114
2014      ,גבעולים                  ,62        ,באר שבע                  ,62        ,באר שבע                  ,39        ,שדות נגב                 ,480       ,44        ,129       ,173       ,52        ,29        ,53
2015      ,שדי חמד                  ,42        ,פתח תקווה                ,47        ,כפר סבא                  ,20        ,דרום השרון               ,1024      ,78        ,235       ,329       ,181       ,78        ,123
2016      ,רוויה                    ,23        ,עפולה                    ,23        ,עפולה                    ,7         ,עמק המעיינות             ,416       ,38        ,123       ,138       ,50        ,24        ,43
2018      ,גבעת חיים )איחוד(        ,41        ,השרון                    ,41        ,נתניה                    ,16        ,עמק חפר                  ,1460      ,125       ,310       ,427       ,185       ,92        ,321
2021      ,אשל הנשיא                ,62        ,באר שבע                  ,62        ,באר שבע                  ,42        ,מרחבים                   ,142       ,8         ,25        ,57        ,18        ,19        ,15
2023      ,להב                      ,62        ,באר שבע                  ,62        ,באר שבע                  ,41        ,בני שמעון                ,770       ,66        ,172       ,270       ,99        ,52        ,111
2024      ,אום אל-קוטוף             ,32        ,חדרה                     ,32        ,חדרה                     ,14        ,מנשה                     ,1164      ,122       ,297       ,483       ,114       ,83        ,65
2026      ,ירדנה                    ,23        ,עפולה                    ,23        ,עפולה                    ,7         ,עמק המעיינות             ,402       ,29        ,96        ,139       ,45        ,35        ,58
2029      ,מדרך עוז                 ,23        ,עפולה                    ,23        ,עפולה                    ,13        ,מגידו                    ,839       ,69        ,195       ,284       ,115       ,70        ,106
2030      ,מנוחה                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,50        ,לכיש                     ,643       ,74        ,129       ,248       ,69        ,55        ,68
2033      ,בית חלקיה                ,44        ,רחובות                   ,44        ,רחובות                   ,31        ,נחל שורק                 ,989       ,180       ,345       ,326       ,51        ,33        ,54
2034      ,חצור הגלילית             ,21        ,צפת                      ,21        ,צפת                      ,0         ,                         ,10750     ,1162      ,2325      ,3857      ,1028      ,989       ,1389
2035      ,עדנים                    ,42        ,פתח תקווה                ,42        ,פתח תקוה                 ,20        ,דרום השרון               ,420       ,24        ,104       ,130       ,61        ,31        ,70
2038      ,ברקת                     ,42        ,פתח תקווה                ,42        ,פתח תקוה                 ,25        ,חבל מודיעין              ,1930      ,264       ,512       ,734       ,154       ,137       ,129
2039      ,קרית יערים)מוסד(         ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,45        ,4         ,15        ,13        ,3         ,4         ,6
2042      ,עין גדי                  ,62        ,באר שבע                  ,62        ,באר שבע                  ,51        ,תמר                      ,620       ,34        ,82        ,213       ,92        ,62        ,137
2043      ,בחן                      ,41        ,השרון                    ,41        ,נתניה                    ,16        ,עמק חפר                  ,1085      ,59        ,380       ,274       ,209       ,64        ,99
2044      ,מלילות                   ,62        ,באר שבע                  ,62        ,באר שבע                  ,39        ,שדות נגב                 ,424       ,52        ,92        ,147       ,41        ,26        ,66
2045      ,נחלה                     ,61        ,אשקלון                   ,61        ,אשקלון                   ,35        ,יואב                     ,736       ,81        ,177       ,267       ,70        ,66        ,75
2046      ,סגולה                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,35        ,יואב                     ,648       ,51        ,157       ,224       ,83        ,50        ,83
2047      ,ניר משה                  ,62        ,באר שבע                  ,62        ,באר שבע                  ,42        ,מרחבים                   ,588       ,48        ,116       ,215       ,64        ,63        ,82
2048      ,ניר עקיבא                ,62        ,באר שבע                  ,62        ,באר שבע                  ,42        ,מרחבים                   ,705       ,72        ,203       ,235       ,91        ,40        ,64
2049      ,שדה צבי                  ,62        ,באר שבע                  ,62        ,באר שבע                  ,42        ,מרחבים                   ,678       ,47        ,209       ,248       ,76        ,46        ,52
2050      ,תלמי ביל"ו               ,62        ,באר שבע                  ,62        ,באר שבע                  ,42        ,מרחבים                   ,528       ,48        ,127       ,193       ,39        ,53        ,68
2051      ,רווחה                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,34        ,שפיר                     ,600       ,66        ,113       ,212       ,60        ,56        ,93
2052      ,אביטל                    ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,572       ,45        ,134       ,188       ,71        ,43        ,91
2053      ,פרזון                    ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,441       ,40        ,88        ,154       ,54        ,38        ,67
2054      ,מיטב                     ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,511       ,43        ,112       ,186       ,59        ,48        ,63
2055      ,מאור                     ,32        ,חדרה                     ,32        ,חדרה                     ,14        ,מנשה                     ,1467      ,132       ,396       ,501       ,228       ,96        ,114
2057      ,שדי תרומות               ,23        ,עפולה                    ,23        ,עפולה                    ,7         ,עמק המעיינות             ,502       ,44        ,94        ,181       ,62        ,65        ,56
2059      ,פעמי תש"ז                ,62        ,באר שבע                  ,62        ,באר שבע                  ,42        ,מרחבים                   ,579       ,49        ,142       ,213       ,63        ,39        ,73
2060      ,ברוש                     ,62        ,באר שבע                  ,62        ,באר שבע                  ,41        ,בני שמעון                ,576       ,56        ,171       ,193       ,78        ,25        ,53
2061      ,תדהר                     ,62        ,באר שבע                  ,62        ,באר שבע                  ,41        ,בני שמעון                ,690       ,65        ,207       ,251       ,78        ,47        ,42
2062      ,תאשור                    ,62        ,באר שבע                  ,62        ,באר שבע                  ,41        ,בני שמעון                ,408       ,30        ,92        ,148       ,41        ,55        ,42
2063      ,דישון                    ,21        ,צפת                      ,21        ,צפת                      ,55        ,מבואות החרמון            ,380       ,27        ,48        ,145       ,34        ,60        ,66
2064      ,זרועה                    ,62        ,באר שבע                  ,62        ,באר שבע                  ,39        ,שדות נגב                 ,512       ,62        ,126       ,178       ,65        ,33        ,48
2100      ,טירת כרמל                ,31        ,חיפה                     ,31        ,חיפה                     ,0         ,                         ,26744     ,2557      ,4456      ,9710      ,2743      ,2671      ,4607
2200      ,דימונה                   ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,40149     ,3306      ,7547      ,14579     ,4744      ,3837      ,6136
2300      ,קרית טבעון               ,31        ,חיפה                     ,31        ,חיפה                     ,0         ,                         ,18374     ,930       ,3400      ,5522      ,2498      ,1918      ,4106
2400      ,אור יהודה                ,52        ,רמת גן                   ,52        ,רמת גן                   ,0         ,                         ,37128     ,3163      ,7009      ,13276     ,4138      ,3766      ,5776
2500      ,נשר                      ,31        ,חיפה                     ,31        ,חיפה                     ,0         ,                         ,25098     ,1501      ,3657      ,8787      ,3067      ,2814      ,5272
2530      ,באר יעקב                 ,43        ,רמלה                     ,43        ,רמלה                     ,0         ,                         ,28373     ,3955      ,7183      ,10705     ,2579      ,1563      ,2388
2550      ,גדרה                     ,44        ,רחובות                   ,44        ,רחובות                   ,0         ,                         ,27358     ,2026      ,7247      ,9227      ,3922      ,1910      ,3026
2560      ,ערד                      ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,31844     ,3608      ,5863      ,10261     ,3428      ,2841      ,5843
2600      ,אילת                     ,62        ,באר שבע                  ,63        ,אילת                     ,0         ,                         ,67805     ,4102      ,10546     ,26903     ,9636      ,7080      ,9538
2610      ,בית שמש                  ,11        ,ירושלים                  ,13        ,בית שמש                  ,0         ,                         ,141962    ,23659     ,47546     ,49221     ,9298      ,5481      ,6757
2620      ,קרית אונו                ,52        ,רמת גן                   ,52        ,רמת גן                   ,0         ,                         ,42187     ,2926      ,9514      ,12847     ,5956      ,3351      ,7593
2630      ,קרית גת                  ,61        ,אשקלון                   ,61        ,אשקלון                   ,0         ,                         ,64438     ,7209      ,13074     ,23154     ,5896      ,5709      ,9396
2640      ,ראש העין                 ,42        ,פתח תקווה                ,42        ,פתח תקוה                 ,0         ,                         ,69232     ,8723      ,13939     ,27037     ,6858      ,6235      ,6440
2650      ,רמת השרון                ,51        ,תל אביב                  ,57        ,הרצליה                   ,0         ,                         ,51903     ,3331      ,10450     ,14566     ,7604      ,4539      ,11413
2660      ,יבנה                     ,44        ,רחובות                   ,44        ,רחובות                   ,0         ,                         ,51943     ,5752      ,11298     ,19062     ,5043      ,3995      ,6793
2710      ,אום אל-פחם               ,32        ,חדרה                     ,23        ,עפולה                    ,0         ,                         ,57428     ,5703      ,15052     ,23951     ,6249      ,3636      ,2837
2720      ,טירה                     ,41        ,השרון                    ,41        ,נתניה                    ,0         ,                         ,27570     ,2396      ,6121      ,11669     ,3070      ,2193      ,2121
2730      ,טייבה                    ,41        ,השרון                    ,41        ,נתניה                    ,0         ,                         ,45379     ,4157      ,11597     ,18344     ,5089      ,3312      ,2880
2742      ,זבארגה )שבט(             ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,18        ,0         ,0         ,1         ,13        ,3         ,1
2800      ,קרית שמונה               ,21        ,צפת                      ,21        ,צפת                      ,0         ,                         ,24295     ,1730      ,4150      ,8779      ,2861      ,2767      ,4008
3000      ,ירושלים                  ,11        ,ירושלים                  ,11        ,ירושלים                  ,0         ,                         ,1026402   ,119145    ,259782    ,369781    ,89330     ,69998     ,118366
3400      ,חברון                    ,77        ,חברון                    ,11        ,ירושלים                  ,0         ,                         ,561       ,71        ,183       ,216       ,33        ,33        ,25
3488      ,כפר עציון                ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,901       ,102       ,305       ,287       ,87        ,31        ,89
3555      ,נתיב הגדוד               ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,235       ,26        ,48        ,93        ,14        ,15        ,39
3556      ,אלמוג                    ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,74        ,מגילות ים המלח           ,303       ,30        ,79        ,119       ,38        ,29        ,8
3557      ,קדומים                   ,73        ,טול כרם                  ,47        ,כפר סבא                  ,0         ,                         ,4789      ,570       ,1580      ,1638      ,353       ,212       ,436
3558      ,תומר                     ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,355       ,40        ,66        ,149       ,10        ,37        ,53
3560      ,אלקנה                    ,73        ,טול כרם                  ,42        ,פתח תקוה                 ,0         ,                         ,4056      ,452       ,1002      ,1422      ,349       ,254       ,577
3561      ,מגדל עוז                 ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,426       ,65        ,95        ,188       ,42        ,28        ,8
3563      ,תקוע                     ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,4479      ,638       ,1596      ,1569      ,276       ,160       ,240
3564      ,כוכב השחר                ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,2649      ,412       ,963       ,917       ,143       ,139       ,75
3565      ,רימונים                  ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,763       ,85        ,157       ,302       ,92        ,62        ,65
3566      ,יפית                     ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,266       ,29        ,72        ,89        ,31        ,12        ,33
3567      ,סלעית                    ,73        ,טול כרם                  ,42        ,פתח תקוה                 ,72        ,שומרון                   ,1472      ,173       ,498       ,471       ,177       ,64        ,89
3568      ,ריחן                     ,71        ,ג'נין                    ,32        ,חדרה                     ,72        ,שומרון                   ,367       ,49        ,95        ,133       ,44        ,28        ,18
3569      ,מבוא דותן                ,71        ,ג'נין                    ,32        ,חדרה                     ,72        ,שומרון                   ,562       ,100       ,162       ,205       ,37        ,15        ,43
3570      ,אריאל                    ,73        ,טול כרם                  ,48        ,אריאל                    ,0         ,                         ,20512     ,1533      ,3692      ,7333      ,2486      ,2269      ,3199
3571      ,שבי שומרון               ,72        ,שכם                      ,41        ,נתניה                    ,72        ,שומרון                   ,1087      ,175       ,338       ,377       ,61        ,44        ,92
3572      ,כפר תפוח                 ,73        ,טול כרם                  ,48        ,אריאל                    ,72        ,שומרון                   ,1454      ,278       ,503       ,522       ,60        ,30        ,61
3573      ,נוה צוף                  ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,1262      ,139       ,368       ,456       ,98        ,73        ,128
3574      ,בית אל                   ,74        ,ראמאללה                  ,11        ,ירושלים                  ,0         ,                         ,5939      ,786       ,1738      ,2240      ,445       ,333       ,397
3575      ,בית חורון                ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,1512      ,190       ,464       ,544       ,130       ,82        ,102
3576      ,מצפה יריחו               ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,73        ,מטה בנימין               ,2526      ,381       ,801       ,968       ,139       ,110       ,127
3578      ,שדמות מחולה              ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,785       ,105       ,265       ,292       ,45        ,39        ,39
3579      ,אלון מורה                ,72        ,שכם                      ,48        ,אריאל                    ,72        ,שומרון                   ,1940      ,381       ,614       ,711       ,55        ,73        ,106
3598      ,ארגמן                    ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,161       ,11        ,27        ,60        ,11        ,21        ,31
3599      ,מחולה                    ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,661       ,94        ,215       ,224       ,47        ,14        ,67
3601      ,קליה                     ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,74        ,מגילות ים המלח           ,468       ,46        ,92        ,179       ,49        ,59        ,43
3602      ,ראש צורים                ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,1025      ,118       ,409       ,364       ,77        ,27        ,30
3603      ,הר גילה                  ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,1652      ,129       ,506       ,559       ,205       ,127       ,126
3604      ,אלון שבות                ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,3494      ,352       ,908       ,1307      ,378       ,196       ,353
3605      ,משואה                    ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,236       ,20        ,59        ,79        ,30        ,4         ,44
3606      ,גלגל                     ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,211       ,19        ,28        ,94        ,14        ,41        ,15
3607      ,ייט"ב                    ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,368       ,62        ,105       ,132       ,26        ,22        ,21
3608      ,מעלה אפרים               ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,0         ,                         ,1660      ,167       ,372       ,567       ,156       ,161       ,237
3609      ,חמרה                     ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,203       ,22        ,44        ,68        ,30        ,3         ,36
3610      ,מצפה שלם                 ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,74        ,מגילות ים המלח           ,233       ,20        ,36        ,91        ,31        ,46        ,9
3611      ,קרית ארבע                ,77        ,חברון                    ,11        ,ירושלים                  ,0         ,                         ,8092      ,999       ,2123      ,2998      ,572       ,535       ,865
3612      ,בקעות                    ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,225       ,19        ,62        ,65        ,36        ,8         ,35
3613      ,גיתית                    ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,557       ,72        ,241       ,175       ,25        ,15        ,29
3614      ,מכורה                    ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,212       ,18        ,56        ,68        ,27        ,9         ,34
3615      ,פצאל                     ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,375       ,54        ,75        ,137       ,27        ,16        ,66
3616      ,מעלה אדומים              ,76        ,בית לחם                  ,11        ,ירושלים                  ,0         ,                         ,40887     ,3377      ,8991      ,15154     ,4815      ,3820      ,4730
3617      ,עופרה                    ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,3283      ,330       ,995       ,1221      ,334       ,197       ,206
3618      ,אלעזר                    ,76        ,בית לחם                  ,11        ,ירושלים                  ,76        ,גוש עציון                ,2628      ,257       ,889       ,899       ,325       ,114       ,144
3619      ,רועי                     ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,170       ,10        ,28        ,62        ,19        ,21        ,30
3620      ,נערן                     ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,115       ,17        ,23        ,60        ,5         ,6         ,4
3638      ,כפר אדומים               ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,4703      ,527       ,1551      ,1668      ,502       ,262       ,193
3639      ,ורד יריחו                ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,74        ,מגילות ים המלח           ,410       ,37        ,123       ,149       ,44        ,25        ,32
3640      ,קרני שומרון              ,73        ,טול כרם                  ,48        ,אריאל                    ,0         ,                         ,10239     ,1343      ,2585      ,3830      ,728       ,768       ,985
3641      ,שילה                     ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,4779      ,891       ,1809      ,1609      ,199       ,124       ,147
3643      ,חיננית                   ,71        ,ג'נין                    ,32        ,חדרה                     ,72        ,שומרון                   ,1641      ,197       ,581       ,602       ,129       ,91        ,41
3644      ,גבעון החדשה              ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,1279      ,102       ,170       ,516       ,167       ,148       ,176
3645      ,בית הערבה                ,75        ,ירדן )יריחו(             ,11        ,ירושלים                  ,74        ,מגילות ים המלח           ,403       ,80        ,118       ,166       ,35        ,1         ,3
3646      ,חמדת                     ,75        ,ירדן )יריחו(             ,23        ,עפולה                    ,75        ,ערבות הירדן              ,295       ,47        ,117       ,102       ,27        ,2         ,0
3647      ,יקיר                     ,73        ,טול כרם                  ,48        ,אריאל                    ,72        ,שומרון                   ,2564      ,365       ,933       ,897       ,191       ,75        ,103
3648      ,מתתיהו                   ,74        ,ראמאללה                  ,11        ,ירושלים                  ,73        ,מטה בנימין               ,905       ,99        ,296       ,329       ,76        ,38        ,67
